0.0;icmp;ecr_i;SF;520.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;511.0;511.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;255.0;255.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;smurf.
0.0;tcp;private;REJ;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;68.0;6.0;0.0;0.0;1.0;1.0;0.09;0.07;0.0;255.0;6.0;0.02;0.05;0.0;0.0;0.0;0.0;1.0;1.0;neptune.
0.0;icmp;ecr_i;SF;1032.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;511.0;511.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;255.0;255.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;smurf.
2.0;tcp;smtp;SF;1391.0;336.0;0;0.0;0.0;0.0;0.0;1;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;14.0;151.0;0.93;0.14;0.07;0.01;0.0;0.0;0.0;0.0;normal.
0.0;icmp;ecr_i;SF;1032.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;511.0;511.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;255.0;255.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;smurf.
0.0;tcp;http;REJ;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;1.0;3.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;9.0;249.0;1.0;0.0;0.11;0.17;0.0;0.0;1.0;0.98;normal.
0.0;tcp;kshell;S0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;100.0;10.0;1.0;1.0;0.0;0.0;0.1;0.07;0.0;255.0;10.0;0.04;0.06;0.0;0.0;1.0;1.0;0.0;0.0;neptune.
0.0;icmp;ecr_i;SF;1032.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;511.0;511.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;255.0;255.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;smurf.
0.0;tcp;private;S0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;278.0;24.0;1.0;1.0;0.0;0.0;0.09;0.05;0.0;255.0;24.0;0.09;0.05;0.0;0.0;1.0;1.0;0.0;0.0;neptune.
0.0;icmp;ecr_i;SF;1032.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;511.0;511.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;255.0;255.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;smurf.
